No.,Review Title,Review Text,Star Rating,Date,Author,Location
221,Needed more explanation of what to…,Needed more explanation of what to expect from the product,4,2021-12-31,Cindy Bodnar,US
222,I LOVE this brand!,"I LOVE this brand!! The ‘burn’ capsules are my favorite things, ever! I am very sensitive to caffeine but this gives me the jumpstart I need WITHOUT giving me the jitters, heart palpitations, and unnecessary anxiety. I will be a lifetime subscriber!",5,2021-12-31,Cait,US
223,I am grateful for obvi,"I am grateful for obvi , and all of its benefits. Please bring back Pink Velvet!",5,2021-12-31,Ranae,US
224,I absolutely love all the Obvi products…,I absolutely love all the Obvi products that I have purchased. Obvi is something I will share with others who are interested in learning about Obvi!,5,2021-12-31,Shellie,US
225,I love all the products I’ve tried so…,I love all the products I’ve tried so far and the flavors are really great. I find myself craving for a meal replacement bar in birthday cake.,5,2021-12-31,Susan Laning,US
226,Love your product,Love your product. Can't say enough good things about Collagenic Burn. Lost 2 pant sizes in 6 weeks. Did not change my diet. It has tremendously helped my hair and nails. My nails were pitiful. They are much stronger now..with no splitting.,5,2021-12-31,Jean Maines,US
227,Pinks taste great,"Pinks taste great! Burn is Awesome, peanut butter protein is Fabulous! The Gunmies need a little more flavor, they smell like vinegar and taste like it.",5,2021-12-30,Heather,US
228,I gave a bad rating due to the fact I…,I gave a bad rating due to the fact I had read had no stimulates but it does. I'm still trying to get them to answer me about the other 2 products I ordered. Which didn't good ratings. I want to return my whole order but they don't pay to ship back and for only the 2 items have to keep one. Just wrong. Don't reccomend nor but from them again,1,2021-12-30,Kim Smith,US
229,I placed an order online and received…,"I placed an order online and received it promptly. I have been taking the burn,detox,hello,goodbye,pinks and collagen for a week now- I have so much more energy and I am down 4 pounds!!! So excited! Will continue ue to use!",5,2021-12-30,Connie,US
230,Love the product,Love the product. It was easy to order. And it got to me within a few days. I have already placed my second order,5,2021-12-30,April Plunkett,US
231,I got my product very quick I'm very…,I got my product very quick I'm very pleased with my product and service I will continue to order this!!!!!!!,5,2021-12-30,Teena Pangburn,US
232,Haven't noticed a change in my hair but…,Haven't noticed a change in my hair but it tastes great! I just add almond milk!,5,2021-12-30,Allison Maddox,US
233,My order shipped and was scheduled to…,"My order shipped and was scheduled to be delivered. However, in transition it was never put in the container for my local post office and ended up being delivered to an entirely different state. After sending 3 emails in the last 3 weeks, I have yet to hear if I will ever receive my order.",1,2021-12-30,Dixie Smeltzer,US
234,Burping up an horrid after taste for…,Burping up an horrid after taste for about an hour other than that I can't tell I take them ...maybe I'm taking them.wrong,4,2021-12-30,SME,US
235,Love Obvi,"I really enjoy the supplements Obvi has to offer hello and good bye are probably my favorite.I am currently also taking Detox,burn,beauty sleep, and lust. The super pinks lemonade and Mango tea are great to me but do have a vitamin flavor. I have tried the protein powders but am not a fan of the flavors but have several family members who love them. I'm really picky with flavors especially when sweet.",5,2021-12-30,Mallory Sainato,US
236,I've only just started taking about 9…,I've only just started taking about 9 days ago. No difference yet.,4,2021-12-29,Julie Quittschreiber,US
237,Fast and reliable delivery,Fast and reliable delivery. Love the products.,4,2021-12-29,Lora Walker,US
238,I LOVE OBVI,I LOVE OBVI. BURN IS lIFE!!!!! Im so excited for the next obvi body transformation challenge!,5,2021-12-29,Amanda Garcia,US
239,Great experience with OBVI products so…,Great experience with OBVI products so far! Definitely recommend!,5,2021-12-29,Heather Holbrook,US
240,I love all my Obvi products,"I love all my Obvi products! I feel so much better now that I take my daily Obvi! It has helped me lose weight, more energy & my joints feel better!",5,2021-12-29,Susan Tawfik,US
241,If i could give this company NO stars I…,"If i could give this company/product NO stars I would.
I wanted to try this the Honey O flavored Collagen and this company's products- I found the taste(and smell) literally disgusting. I contacted via email so I could get compensated for my purchase, and was basically told sorry we can't accept your return. Customer service is definitely lacking. I spent good money on this product. I will now be buying Vital Proteins Brand.

I received emails from , ""Haeleigh"" first then she passed my issue to Madyson"" The email answers that I got from them seemed to be ""canned answers"". Copied and pasted to some extent and RUSHED.

""Haeleigh""/""Madyson"" didn't seem care about me as a new OBVI customer-they just tossed it off.

Seriously, what kind of company DOESN'T stand by it's product?????? Any company would want to KEEP your business in these trying times. Well they just lost a first timer.",1,2021-12-29,C-Ann,US
242,The 2nd dose doesn't give me energy at…,"The 2nd dose doesn't give me energy at all. In fact, I'm very tired.",2,2021-12-29,Amanda Parker,US
243,This product has given me energy and no…,This product has given me energy and no headaches. I suggest you take 1 a day for a week and then you take 2 a day. Because you will have all-day energy. I love it and I'm 63 years young.,5,2021-12-29,Karen Walrath,US
244,I dont know what else i can say that i…,I dont know what else i can say that i havent already I LOVE THESE PRODUCTS,5,2021-12-29,Brittany Jennings,US
245,Awesome order again!,"The products are awesome (kids protein and bars), they shipped fast and we love the free shaker cup that came with our order- thank you!",5,2021-12-29,Carrie Richmond,US
246,Love it,I am a new customer but so far I love the product. I cannot wait to try the unicorn milk and superfoods.,5,2021-12-29,Angela Hill,US
247,I haven’t used it long—but so far so…,I haven’t used it long—but so far so good. I’m expecting good things. Thanks!!!,5,2021-12-29,Lisa Pettit,US
248,This is my very first time Obvi Burn…,This is my very first time Obvi Burn and I'm absolutely in love with. I do plan on trying out some of the other products once I get the funds to purchase more. I stocked up on my Burn because my husband recently had a heart attack and I knew money was going to be tight and I wanted to make sure I have enough to last me.,5,2021-12-29,Monica Raines,US
249,Excellent,Excellent. Thanks 😊,5,2021-12-29,Debby,US
250,Love all the flavors Obvi offers,Love all the flavors Obvi offers. The pina coloda immune boost is awesome. Super love the new bottles makes getting my water intake easy. Orders are easy and processed quickly.,5,2021-12-28,Kimberly Smith,US
251,Vinegar gummies,"Great product,,great taste and great service",5,2021-12-28,Lisa Pearce,US
252,I Love Obvi the only downside is the…,"I Love Obvi the only downside is the flavor for the pinks I didn't like Everything else is Amazeing I take burn,multi,hello/good bye,unicorn collagen whey protein and the fruity cereal super collagen love them all I have lost 22lbs since starting 4 months ago",4,2021-12-28,Shannon Johnson,US
253,This product is great,"This product is great, everything about it , the taste is super. I mix mine with almond milk & it taste fantastic.",5,2021-12-28,Vicky Becraft,US
254,Burn gives me the extra energy to get…,Burn gives me the extra energy to get through my busy schedule while still having time for myself. I've been taking for about two weeks and already seeing improvements in the health of my hair. Great product!,5,2021-12-28,Laura Keefe,US
255,Price was affordable and delivery was…,Price was affordable and delivery was super fast. I've only been taking the collagen burn for 4 days so I haven't noticed much change yet but ill update once I do.,5,2021-12-28,Jennifer Karns,US
256,I didn’t receive my full order for the…,I didn’t receive my full order for the second time ! And this time … I’ve been waiting for a response from customer service for well over 2 weeks now . I love this company and all but it should NOT BE THIS hard to reach a human …,1,2021-12-28,Hannah Kelley,US
257,I found the flavors to be nasty on the…,"I found the flavors to be nasty on the tea. The pills made me feel jittered and when I contacted customer service they said I'm sorry we can't let you return because we only allow 2 returns. I've never made a return with them before...so I'd ask again how do I return 2 items...they'd reply, sorry we can't accept your return because you can only return 2 items. So I contacted them through FB messenger, they said yes we can accept your return, please email us and let us know what you are returning, so I did...they reply I'm sorry we can't accept your return because we only allow 2 items. I had purchased a bundle and an extra tea. I will never order from this company again.",1,2021-12-28,Arrietta,US
258,Nothing like it advertised,Nothing like it advertised. May as well be taking air pills. Definitely seems to be a waste of money,1,2021-12-27,Mandy,US
259,I love the online community!!,I love the online community. They really help keep me on track!,4,2021-12-27,Christy Humes,US
260,Just started them…,Just started them but everything was packed well and in cute bottles.,5,2021-12-27,Jennifer T,US
261,"I ordered Buy 2 get 1 free and didn't…so far haven't recoeved a reply in 5 days back from customer service! Uaually they are great though, so maybe its the holidays.",I ordered Buy 2 get 1 free and didn't get the free ones!!,1,2021-12-27,Lora,US
262,Better than expected,"This is the first time I have tried this type of diet. I was truly surprised at the flavor of your products.l hope it works as I expect. My daughter talked me into trying this, so far I have been happy with what I have used. Keep the good flavor’s.",5,2021-12-27,Wendy Smith,US
263,Tough Belly Fat,"This is giving me energy I was lacking.
I started with 1 in am 1 in.pm
Im now at 2 in am.
.2 in pm..
Lost 5 lbs in over 2 weeks..I have a little heartburn with them..Eat with them it's. Etter on your stomach... Eat even if not.hungry...",5,2021-12-26,Paula Moreno,US
264,Damaged/opened items customer service suggested was safe to consume.,"Two of my Collagen containers arrived open. After contacting customer service, was advised that they were safe to drink. I’m not comfortable drinking an opened container, so requested a replace of both. Was asked if I would except a $5 credit instead. I declined and asked for replacement of both, but only received one. Once again I asked for a replacement for the second one or refund. Again was told that the opened items were safe to consume and asked if I would except a $5 credit. These containers of collagen costs much more then $5, so why would I except such a small credit. I responded that I would like a refund of the second container. I will be anxious to see the reply. This was my first time ordering and my last. I’m at a loss as to why your customer service representative would even suggest someone consume an opened container. Would you eat/drink something that you picked up at the grocery store that was already opened. I think not.",1,2021-12-26,Teresa Brown,US
265,In love,"I am very pleased with this product.

I have tried everything out there and Obvi is the only product that has actually helped me out with cravings, my anxiety, and stress eating. Keep up the good work and don’t change the formula please.

Thank you so much",5,2021-12-26,Janet Lopez,US
266,I have stopped using creamer in my…,I have stopped using creamer in my coffee and started using Obvi in it place. Good stuff!!,5,2021-12-26,Dawn Posch,US
267,The service was excellent and fast love…,The service was excellent and fast love the products,5,2021-12-26,Lisa Arkland,US
268,I have used this product before and had…,I have used this product before and had great results I was very excited to receive my new package and have lost over 15 lb using this product and one other one from a different site. It works and I noticed an increase in my energy.,5,2021-12-26,Lindsay Dodson,US
269,Had a delay in transit so didn’t…,Had a delay in transit so didn’t receive till after Christmas but was just what I ordered,4,2021-12-26,Marsha,US
270,I've only been taking this for a little…,I've only been taking this for a little less than a week. I do have a more positive attitude and seem to be eating less. I'll be continuing with this product.,4,2021-12-26,Kim Allen,US
271,always quick and fb page is the best…,always quick and fb page is the best help for ALL,5,2021-12-26,patricia chapple,US
272,Unclogged an going strong,"I am a 68 year year old woman with cancer. I am trying to lose weight. I have been trying for a while but have only lost 150 lb then I couldn't loose any more until I started OBVI I have never felt better then now. I have !most 13 lbs in just two weeks of being on your diet. I am not even hungry. It even gives me energy. This is my life long plan now.

Thanks for my new health habits.
Annette Smith",5,2021-12-26,Annette Smith,US
273,Great tasting protein and easy to take…,Great tasting protein and easy to take every day! It gives me a boost of energy and starts my day off with good habits!,5,2021-12-26,Allison,US
274,I love Obvi products and consistently…,I love Obvi products and consistently on order and my morning routine always starts with Obvi.,5,2021-12-26,Kristina Trezise,US
275,Love Obvi!,Love Obvi! I’m so glad I took a chance on the products.,5,2021-12-26,Cricket,US
276,Looking forward to using this product,"Looking forward to using this product.
Thank you for delivering the order so quickly.",5,2021-12-26,Judy,US
277,I really enjoy my Obvi,"I really enjoy my Obvi protein/collagen mix, it has great flavor, keeps me feeling full, and I’ve been steadily losing weight.

On the flip side, I ordered the pink lemonade flavored immunity drink mix, it has a terrible taste and texture. I will not be purchasing it again.",4,2021-12-26,Kaitlin,US
278,Amazing product love the way I feel…,Amazing product love the way I feel from it and losing weight too!,5,2021-12-25,Deanna Wade,US
279,My Obviously Gorgeous Peoducts,I received my order with apple cinnamon gummies collagen burn supplements sleep supplements and the entemannns chocolate chip shake mix and it's so good for my hair nails and skin. Love my products 😍😍😍😍,5,2021-12-25,Joanne Terris,US
280,Super Collagen,Love the product,5,2021-12-25,Brenda Dempsey,US
281,"Great product, Collagen Burn Capsules","Great product! Gave me lots of energy and boosted my metabolism! I noticed my stomach shrinking in the first week, would definitely recommend!",5,2021-12-25,Happy Mama,US
282,So far so good!!,"I’ve been taking the Burn for about week now and my energy level is up and my digestion is awesome! My appetite has decreased, but I’ve still eaten more than I should cause it’s Christmas time! I usually take one capsule in the morning and one or two at lunchtime, 2 capsules are a little much for me, so I’m gonna ease myself into the full dose. Looking forward to watching inches fall away!",5,2021-12-25,Monica,US
283,Prompt shipping with good deals,Prompt shipping with good deals. Love it!,5,2021-12-25,SIMONE ROOMER,US
284,I have been taking Obvi for six months…,I have been taking Obvi for six months now. I feel more in control with my eating; less binge and fewer snacks in between meals. I have lost 10 pounds without trying and I feel it will stay off. I feel healthier and happier,5,2021-12-25,RICHARD RUSSELL,US
285,Can't Go WITHOUT Hello Goodbye…,Can't Go WITHOUT Hello Goodbye Combo!!!! So Wonderful to have this support during the Holidays Waking up Refreshed with the best sleep EVER!!!!,5,2021-12-25,Debra Beesley,US
286,Obvi Burn,I love my obvi burn. I can really tell a difference in my energy level if I forget to take it!,5,2021-12-25,Robin Ryan,US
287,Gives me so much energy!!!,"I just started obvi about a week ago and can already tell a difference in my energy level. The collagen shake is delicious as well so that's a plus. I am doing the collagen burn, carb blocker and protein cereal shakes.and so far I've been impressed ☺️",5,2021-12-25,Stephany Foster,US
288,Not the correct number of capsules per…,Not the correct number of capsules per container,3,2021-12-25,Jean Huddleston,US
289,Great tasting products,I ordered the fruity cereal powder and the detox. The powder tastes amazing and it mixes really well. The detox is gentle but effective. I haven’t experienced any cramping or discomfort. Shipping took a long time and the carrier does not provide accurate updates.,4,2021-12-24,Taylor James,US
290,My favorite products are Helllo &…,"My favorite products are Helllo & Goodbye, and Burn.
I can not go a day without H & G. I'm 61 and feel better than I ever have. This Old Kentucky Hillbilly is happy you guys came up with those products. My God Bless you and your family this coming yr. Health and Blessings

Merry Christmas and Happy New Years
Jane Thompson
12/24/2021",5,2021-12-24,Jane Thompson,US
291,Enjoy your product,Enjoy your product. Lost 20# so far. 20 more to go.,4,2021-12-24,Dietzler,US
292,Do not be afraid to try anything here,"Do not be afraid to try anything here! I haven’t had one item that I didn’t like. Not sure where to start? Join them on Facebook and ask. They have admins that will answer any and all your questions, plus the support of everyone else. Please give any product a try - you won’t be sorry. I’m only sorry I didn’t order more strawberry milkshake!",5,2021-12-24,Kim Martinson,US
293,I can’t leave a review I haven’t…,I can’t leave a review I haven’t received my product,1,2021-12-24,paula chavez,US
294,Haven’t been using this for very long,"Haven’t been using this for very long, but so far I like it. I was really impressed by the taste of the probiotic and immunity drink. When everyone at work got sick, I was the only one that didn’t have to call in . Coincidence? I don’t think so",5,2021-12-24,Ericka,US
295,I haven’t received my order,"I haven’t received my order. It’s been 3 weeks. I sent an emailed and was told my concerns were being forwarded to a manager. Still haven’t heard from on anyone about my order. I need to cancel my order and get a refund. If I was to start using this product and can’t get it what good is it.
Thanks,
Jane Dyer",1,2021-12-24,Janet Dyer,US
296,Just started obvi,Just started obvi. Love the flavors. I have list 6 pounds in 2 months.,5,2021-12-24,Michelle Lovern,US
297,I’m so happy with my purchase,I’m so happy with my purchase! Super fast delivery and my energy is starting to kick in!!,5,2021-12-24,Cathy R,US
298,I received one of the two bottles that…,"I received one of the two bottles that I ordered. The second bottle has yet to arrive. I contacted customer service more than once. Th first time I didn’t get a response. The second time I was told it was shipped separately. The last time I was told someone would look into it. DHL shows both delivered originally which in not correct and no activity since which does not support it being shipped separately. Maybe you should use UPS, at least they deliver in a timely manner. The product that I have used is ok, not great but it has some protein so it makes it a good product for me.",1,2021-12-24,Linda Dowell,US
299,We love the meal replacement bars,We love the meal replacement bars! So yummy!,5,2021-12-24,Mandi Foster,US
300,I can't wait to try,I can't wait to try! My container came busted and they were quick to reply and send out a new one!,5,2021-12-24,MALLORY Miller,US
301,I haven’t been on it long,I haven’t been on it long. I do have more energy. It gives me heartburn.,5,2021-12-24,Diana Fox,US
302,I love ALL products I’ve tried so far,I love ALL products I’ve tried so far! Taste is great. Shipping is fast! I’ve never had any issues.,5,2021-12-24,Rylea Gulick,US
303,Love this stuff,Love this stuff. Great flavor my fave is the chocolate cereal,5,2021-12-24,Julie,US
304,Obvi helps me to be my best me,"Obvi helps me to be my best me. I feel great and after using it for several months. My skin is so very soft and no more chapped lips. I've been very healthy, which is very important at 60 years old and working a full time job. Pretty sure I'm hooked on Obvi. Thank you!!!",5,2021-12-24,Susan Parman,US
305,I’ve been using the Obvi line for…,I’ve been using the Obvi line for months and have never been disappointed. I’ve tried a variety of flavors and enjoyed them all!!,5,2021-12-24,Sherry McDonald,US
306,"I have only been taking ""Burn"" for 2…","I have only been taking ""Burn"" for 2 days now and it has been amazing. I've had more energy than I have had in 3 years since my pre-menapeuse has kicked in. I am actually giving one of my bottles to a friend that is going through the same thing because 2 days is all it took to make me a true believer.",5,2021-12-24,Christie France,US
307,Love the product,Love the product. Will definitely buy more.,5,2021-12-24,Shantell Coody,US
308,Great products great customer service…,Great products great customer service and fast shipping.,5,2021-12-24,Julia E Bailey,US
309,My 1st week on Obvi and I'm loving it,My 1st week on Obvi and I'm loving it. Diffently the boost I needed.,5,2021-12-24,Karen Koon,US
310,I love all the products I have tried,I love all the products I have tried. The only protein shake I'm not fond of is the orange creme one.,5,2021-12-23,CHRISTINA TVRDIK,US
311,Never received my order- beware!,I spent over $200 and never received my order. Obvi would not refund me. Hayley from customer service was so rude and unprofessional. A horrible experience. Beware seems like a scam! Do not purchase from them.,1,2021-12-23,Jamie Dolecek,US
312,I think lust has helped,I think lust has helped. I have only taken it for a little while. I am happy with the results so far. I plan on recommending to other females that have had the same issues as me.,5,2021-12-23,Jenny Kellay,US
313,GREAT,GREAT AND FAST SERVICE,5,2021-12-23,Sonia Koontz,US
314,I love the fact that I can have a…,"I love the fact that I can have a little bit of energy. I went from negative energy to being able to function! Huge results for me! The flavors of the collagen powder has some really good flavors available. I really like the cinnamon! The best supplements are the Burn, Hello and Goodbye! Love, love, love these products!",5,2021-12-23,Virginia Kuhl,US
315,Very good,Very good and helpful,5,2021-12-23,Jennifer,US
316,On Time,Everything ordered was delivered.,5,2021-12-23,Lauren Barker,US
317,Ordered the Obvi Sleep and absolutely…,Ordered the Obvi Sleep and absolutely love it! Best sleep I have gotten in a while. Also love that I’m getting my collagen while I’m sleeping.,5,2021-12-23,Savannah Willoams,US
318,Varied product line with plenty of…,Varied product line with plenty of options to meet individual needs. Enjoy the variety of products I've used thus far--more on the way!,5,2021-12-23,Lynn Davis,US
319,I've Been Using Obvi Products a Little…,"I've Been Using Obvi Products a Little of 2½ Months Now, I Can Admit with All Honesty; I Feel Really Good! I Started Using the Burn and the Detox! I Was So Impressed at How Quickly I Noticed the Difference I Started Trying Other Products! The Protein/Collegen Powders Are So Good My Teenager Started Using in Their Smoothies! I Now Use The Burn, The Multi, the Apple Cider Gummies Daily! With The Guilt as a Backup For Those Holiday ""Treats!"" LOL OH and I Love The Extra Protection I Get From Superfoods PINKS! If Someone Tells Me They Wanna Work On Their Nutrition in the New Year, I Tell Them Try OBVI! My Only Issue Is The Delivery Is Very Slow! So I Stock Up When I Can!",4,2021-12-23,Stacey McCarthy,US
320,Sorriest customer service ever,Sorriest customer service ever. These people are scammers!!!!,1,2021-12-23,Debra Ganey,US
321,I love obvi,I love obvi. I’ve lost 45 pds sense February,5,2021-12-23,Angela Luttrell,US
322,Just started taking,Just started taking. Haven’t had a chance to notice a difference.,5,2021-12-22,Janet Jones,US
323,So far I'm loving the burn and the…,So far I'm loving the burn and the peppermint mocha protein!! I can't wait to try the mermaid multi...,5,2021-12-22,Shelbra Faust,US
324,I no longer use creamer in my coffee,I no longer use creamer in my coffee. I only use Caramel Macchiato!,5,2021-12-22,Jennifer N,US
325,I don’t think they work like I was told…,I don’t think they work like I was told they work that’s just me I don’t know if anyone else has said this,4,2021-12-22,Gloria Blatt,US
326,My secret weapon!,"From the moment I first tried OBVI, I was hooked! I'm 48 and 2 years ago, I had a hysterectomy and went right into surgically induced menopause. My doctor started hormone therapy and it worked for a short period of time; however the side effects quickly outweighed the benefits. This is where OBVI came into play. Between the collagen, Hello/Goodbye, Burn and the Multi, I feel better than ever. 30lbs of menopause weight gain is gone and my skin looks pretty darn good too! Thank you OBVI for making this transitional stage in my life more bearable and with being my secret weapon!",5,2021-12-22,Shannon B.,US
327,I am new to Obvi 🥰,"I am new to Obvi, I love that the collagen is included in the protein powder. Plus that there is no carbs, that’s a bonus for me.",5,2021-12-22,Sally Mallis,US
328,Loving the energy and focus I'm getting…,Loving the energy and focus I'm getting with hello and Burn.,5,2021-12-22,Michelle Chambliss,US
329,So far the BEST decision I have made…,So far the BEST decision I have made this year!!,5,2021-12-22,T. Sandusky,US
330,My order was received very quickly,My order was received very quickly. I've started taking the supplement and it hasn't caused me any adverse reactions.,5,2021-12-22,Jennifer Spiegelberg,US
331,I started my burn and fell in love..,I started my burn and fell in love... I have energy and can think clearly!! I am going to start my detox tomorrow...,5,2021-12-22,Denise Synuria,US
332,I emailed after receiving my latest…,I emailed after receiving my latest order and did not get a response a all .,1,2021-12-22,Dana Burdin,US
333,I'm pleased with the products,I'm pleased with the products. I like the ease of using the powders in my coffee and the variety of flavors is wonderful!!,5,2021-12-22,Anne Castrechino,US
334,Used product for about two weeks now,Used product for about two weeks now. Not seeing any energy increase . I will give it till the end of four weeks. Hope to see something soon.,4,2021-12-22,sandra,US
335,I love obvi!!!!,I love obvi!!!!! It has made my hair stop thinning and I think it's starting to thicken back up also!!!!,5,2021-12-21,Jamie,US
336,I started using the collagen burn and I started the detox,I started using the collagen burn and I felt more energy and slept well and I also started the Detox and in a week I had friends noticing that I had lost some of my belly yay!!!!,5,2021-12-21,Roseann Bell,US
337,Best flavors!!,Best flavors!!! Dissolves very easily and all the sweet flavors go great in coffee!,5,2021-12-21,christy dyson,US
338,I love being able to talk to other…,"I love being able to talk to other people in the obvi group. It really is like family, if u have a problem or just need someone to talk to the obvi family is thete to help with what ever the issue may be.
The recipe omg is like out of this world. Thank you obvi family for everything ❤",5,2021-12-21,Barbara Millan,US
339,Easy to work with,when I ordered my products I received everything that I was supposed to except my water bottle. I messaged them and told them that I did not get my water bottle and they immediately responded stating they would send another. I did take a picture of what I received and sent it to them and they were very apologetic and did not hesitate to get in one out in the mail to me.,5,2021-12-21,Diane T,US
340,I love Obvi,"I love Obvi, but especially Obvi Burn! I’m a nightshift nurse and I wouldn’t be able to make it through my shift without it!",5,2021-12-21,Sydney G,US
341,Love this product,Love this product. I took for 4 days and immediately ordered more.,5,2021-12-21,Jann,US
342,I love everything about obvi,I love everything about obvi. I love the fact it's sugar free.,5,2021-12-21,Tammy,US
343,I love this product,I love this product. I have tried several flavors of the Super Collagen/Protein ! Highly recommend!,5,2021-12-21,Tracy Epperson,US
344,I wanted to cancel my order,I wanted to cancel my order. Sent an email a few hours after placing. Was told I couldn’t because it had shipped. It had not shipped that was a lie. It shipped about 4 days later. Then I find out it can’t be returned because it supposedly was a Black Friday deal.,1,2021-12-21,Tish Larson,US
345,I am loving the product so far but my…,I am loving the product so far but my free pink water bottle came in cracked so I can't use it which I'm a little upset about. I knew that would be the only cup my kids would not use or take for me because it's bright pink and now it's broken and I can't use it but besides that I have started a daily routine and all the vitamins and things that I ordered and so far so good.,5,2021-12-21,Ambur Reid,US
346,I love this product so far!,I love this product so far!! I've gotten so much accomplished!! LOVE Obvi Burn!!!,5,2021-12-21,Katherine Hobbs,US
347,I ordered several days ago and still…,I ordered several days ago and still haven't received my order. My sister ordered your product from Walmart and received her order in 2 days.,1,2021-12-20,Katrina Glowacki,US
348,Fantastic experience,"The ordering process was clear and simple. The products arrived earlier than expected, in tact and in perfect condition. I started using the collagenic burn and immediately started to notice a change in my energy levels! Cannot wait to see the results at the end of the first bottle!",5,2021-12-20,Alicia Peronard,US
349,Hello and Goodbye 👍🏻,I wake up taking Hello and end my day before bed and take goodbye. Love the burn it’s wonderful what it’s done for my skin. Can’t say enough about Obvi.,5,2021-12-20,Terenia Singletary,US
350,Thank you Obvi for the wonderful…,Thank you Obvi for the wonderful products! I love everything I’ve ordered!,5,2021-12-20,Latrelle,US
351,WOW!!,I just started Obvi. Seems easy enough. Take 2 capsules in morning and 2 in the afternoon. It seems I have more energy and lost some water weight. I like this product.,5,2021-12-19,Buttercup,US
352,I recently was offered a deal on a…,"I recently was offered a deal on a second bottle of ""Burn"" as a promotion and although you have already billed me I only received one bottle and the shacker cup. I have sent several emails requesting the status and have not heard anything back. At this point if I am not going to receive my merchandise in a reasonable amount of time I would like a refund",1,2021-12-19,Shanon Cothran,US
353,I have been using 1 week and have only…,I have been using 1 week and have only taken 1 pill daily. Already noticeable increased energy.,5,2021-12-19,Christi,US
354,I ordered the birthday cake bar and got…,I ordered the birthday cake bar and got the pumpkin pie bar instead of the birthday cake bar,5,2021-12-19,Barbara Dunlap,US
355,You have very good stuff everything I…,You have very good stuff everything I have I like.,5,2021-12-19,Rhonda Tidwell,US
356,I am new to Obvi and have not really…,"I am new to Obvi and have not really reached out for help. I have been taking Burn for a week and have lost 8 pounds so far. I am going to start the detox and multivitamin tonight. So far, I believe I may just love the products! As usual, I wish things were more affordable but, Obvi is better than most.",4,2021-12-19,Toni Wayman,US
357,Haven't used long,Haven't used long. But so far good,5,2021-12-19,RAY WALKER,US
358,I was struggling with low energy and…,"I was struggling with low energy and weight gain since menopause. The very first day, I felt more energy and less hungry. I lost 4 lbs the first week. I will keep using the Burn supplement and with as detox on January 1st!!",5,2021-12-19,Lori Kastelein,US
359,Everything is awesome...I feel so much…,Everything is awesome...I feel so much better...and my glucose levels are regulating.,5,2021-12-19,kelly aquila,US
360,Energy is Good,"Well so for good, I have a lot of energy, but it to early for weight loss.",5,2021-12-19,Catherine Cobb,US
361,Obvi,I love obvi . It comes in great flavors my favorite is the cocoa puffs cereal I drink 2 shakes a day and I feel great . Obvi is an excellent source of protein.,5,2021-12-19,Wanda Finley,US
362,Weight loss pills,I’m waiting to see weight loss results now.,5,2021-12-19,Susan Snyder,US
363,Easy to order arrived on time…,Easy to order arrived on time everything that was promised it delivers. Will be ordering again,5,2021-12-18,Gwenette Turner,US
364,Quick delivery,"Quick delivery, just started taking it and so far so good... I can't wait to see the results after a few weeks or even up to a month",5,2021-12-18,Yvonne Beaver,US
365,Excited to start this new journey and…,Excited to start this new journey and see progress. Keep great offers coming,5,2021-12-18,Sandra,US
366,I love the obvi burn,"I love the obvi burn , can't wait to try all the other products...",5,2021-12-18,Krystal Moore,US
367,Excellent in every way!!,Excellent in every way!!! ❤️,5,2021-12-18,Elaine Morgan,US
368,Ordering was easy and shipping fast,I placed an order for Burn and the new Apple Cider Vinegar gummies. They were received as ordered and I LOVE those gummies! Hoping they help me feel better!,5,2021-12-18,Sherry,US
369,I love it!,I love it! Gives me the energy I needed so bad.,5,2021-12-18,MARITZA CAMACHO,US
370,Instant Energy,Instant Energy! Glad I found this product and best of all I've lost 3 lbs this week.,5,2021-12-18,Mom of four,US
371,I have bot recieved my order and its…,I have not recieved my order and its been 3 weeks!,1,2021-12-18,Lisa chapin,US
372,I honestly love ALL OBVI products!,I honestly love all the Obvi products I ordered! The “pink drinks” are my favorite. I just tried the meal replacement peanut butter and chocolate bars and they are amazing!,5,2021-12-18,Trista,US
373,I’ve placed many order on Obvi,"I’ve placed many order on Obvi, I’ve had great success with their products.
Superfood pinks are my favourite. They help my immune system so much.
The collagen powder has helped my hair and nails grow like crazy.
Burn helps me with my daily routine and energy so I can cut back on sugars.
Always receive orders fast and never had any issues.",5,2021-12-18,Naomi Rutledge,CA
374,I have not received my order,I have not received my order. It was supposed to arrive on Monday 12/13. As of today 12/17 it is still in transit.,1,2021-12-17,Dawn Bowie,US
375,It took a minute to receive my order…,It took a minute to receive my order but was delivered in wonderful shape and I am so excited to use it for a time to see the difference!,5,2021-12-17,Christina V,US
376,I have tried multiple products and like…,"I have tried multiple products and like most of them. I do find all of the powders
that I have tried, except the Caramel Macchiatto Protein and the Iced Tea Pinks, have been way to sweet for me.",4,2021-12-17,PAM STITCHER,US
377,I haven't received all my order,I haven't received all my order. I started burn 3 days ago and it seems I'm hungrier than before,4,2021-12-17,Sandra Gent,US
378,Hello really keeps me focused during…,Hello really keeps me focused during the day! I wish it was sold separately from goodbye. I don’t really take goodbye,5,2021-12-17,miranda,US
379,Can’t reach anyone by phone for product…,"Can’t reach anyone by phone for product questions or help with bundle packages. Disappointed.
Sincerely, Beth",2,2021-12-17,Elizabeth Tynan-Moriarty,US
